id,name,value
5093,Mississippi,0
5095,Monroe,0
5097,Montgomery,0
5099,Nevada,0
5101,Newton,0
5103,Ouachita,0
5105,Perry,0
5107,Phillips,0
5109,Pike,0
5111,Poinsett,0
5113,Polk,0
5115,Pope,0
5117,Prairie,0
5119,Pulaski,0
5121,Randolph,0
5123,St. Francis,0
5125,Saline,0
5127,Scott,0
5129,Searcy,0
5131,Sebastian,0
5133,Sevier,0
5135,Sharp,0
5137,Stone,0
5139,Union,0
5141,Van Buren,0
5143,Washington,0
5145,White,0
5147,Woodruff,0
5149,Yell,0
6000,California,0
6001,Alameda,1
6003,Alpine,0
6005,Amador,0
6007,Butte,0
6009,Calaveras,0
6011,Colusa,0
6013,Contra Costa,1
6015,Del Norte,0
6017,El Dorado,0
6019,Fresno,0
6021,Glenn,0
6023,Humboldt,0
6025,Imperial,1
6027,Inyo,2
6029,Kern,0
6031,Kings,0
6033,Lake,0
6035,Lassen,0
6037,Los Angeles,3
6039,Madera,0
6041,Marin,1
6043,Mariposa,1
6045,Mendocino,0
6047,Merced,0
6049,Modoc,0
6051,Mono,0
6053,Monterey,2
6055,Napa,1
6057,Nevada,0
6059,Orange,1
6061,Placer,0
6063,Plumas,0
6065,Riverside,0
6067,Sacramento,0
6069,San Benito,0
6071,San Bernardino,2
6073,San Diego,3
6075,San Francisco,3
6077,San Joaquin,0
6079,San Luis Obispo,1
6081,San Mateo,2
6083,Santa Barbara,2
6085,Santa Clara,2
6087,Santa Cruz,2
6089,Shasta,0
6091,Sierra,0
6093,Siskiyou,0
6095,Solano,1
6097,Sonoma,1
6099,Stanislaus,1
6101,Sutter,0
6103,Tehama,0
6105,Trinity,0
6107,Tulare,0
6109,Tuolumne,1
6111,Ventura,1
6113,Yolo,0
6115,Yuba,0
8000,Colorado,0
8001,Adams,0
8003,Alamosa,0
8005,Arapahoe,0
8007,Archuleta,0
8009,Baca,0
8011,Bent,0
8013,Boulder,0
8015,Chaffee,0
8017,Cheyenne,0
8019,Clear Creek,0
8021,Conejos,0
8023,Costilla,0
8025,Crowley,0
8027,Custer,0
8029,Delta,0
8031,Denver,0
8033,Dolores,0
8035,Douglas,0
8037,Eagle,0
8039,Elbert,0
8041,El Paso,0
8043,Fremont,0
8045,Garfield,0
8047,Gilpin,0
8049,Grand,0
8051,Gunnison,0
8053,Hinsdale,0
8055,Huerfano,0
8057,Jackson,0
8059,Jefferson,0
8061,Kiowa,0
8063,Kit Carson,0
8065,Lake,0
8067,La Plata,0
8069,Larimer,0
8071,Las Animas,0
8073,Lincoln,0
8075,Logan,0
8077,Mesa,0
8079,Mineral,0
8081,Moffat,0
8083,Montezuma,0
8085,Montrose,0
8087,Morgan,0
8089,Otero,0
8091,Ouray,0
8093,Park,0
8095,Phillips,0
8097,Pitkin,0
8099,Prowers,0
8101,Pueblo,0
8103,Rio Blanco,0
8105,Rio Grande,0
8107,Routt,0
8109,Saguache,0
8111,San Juan,0
8113,San Miguel,0
8115,Sedgwick,0
8117,Summit,0
8119,Teller,0
8121,Washington,0
8123,Weld,0
8125,Yuma,0
9000,Connecticut,0
9001,Fairfield,0
9003,Hartford,0
9005,Litchfield,0
9007,Middlesex,0
9009,New Haven,0
9011,New London,0
9013,Tolland,0
9015,Windham,0
10000,Delaware,0
10001,Kent,0
10003,New Castle,0
10005,Sussex,0
11000,District of Columbia,0
11001,District of Columbia,0
12000,Florida,0
12001,Alachua,0
12003,Baker,0
12005,Bay,0
12007,Bradford,0
12009,Brevard,0
12011,Broward,2
12013,Calhoun,0
12015,Charlotte,0
12017,Citrus,0
12019,Clay,0
12021,Collier,1
12023,Columbia,0
12025,Dade,0
12027,De Soto,0
12029,Dixie,0
12031,Duval,0
12033,Escambia,0
12035,Flagler,0
12037,Franklin,0
12039,Gadsden,0
12041,Gilchrist,0
12043,Glades,0
12045,Gulf,0
12047,Hamilton,0
12049,Hardee,0
12051,Hendry,0
12053,Hernando,0
12055,Highlands,0
12057,Hillsborough,0
12059,Holmes,0
12061,Indian River,0
12063,Jackson,0
12065,Jefferson,0
12067,Lafayette,0
12069,Lake,0
12071,Lee,0
12073,Leon,0
12075,Levy,0
12077,Liberty,0
12079,Madison,0
12081,Manatee,0
12083,Marion,0
12085,Martin,0
12087,Monroe,1
12089,Nassau,0
12091,Okaloosa,0
12093,Okeechobee,0
12095,Orange,0
12097,Osceola,0
12099,Palm Beach,0
12101,Pasco,0
12103,Pinellas,0
12105,Polk,0
12107,Putnam,0
12109,St. Johns,0
12111,St. Lucie,0
12113,Santa Rosa,0
12115,Sarasota,0
12117,Seminole,0
12119,Sumter,0
12121,Suwannee,0
12123,Taylor,0
12125,Union,0
12127,Volusia,0
12129,Wakulla,0
12131,Walton,0
12133,Washington,0
13000,Georgia,0
13001,Appling,0
13003,Atkinson,0
13005,Bacon,0
13007,Baker,0
13009,Baldwin,0
13011,Banks,0
13013,Barrow,0
13015,Bartow,0
13017,Ben Hill,0
13019,Berrien,0
13021,Bibb,0
13023,Bleckley,0
13025,Brantley,0
13027,Brooks,0
13029,Bryan,0
13031,Bulloch,0
13033,Burke,0
13035,Butts,0
13037,Calhoun,0
13039,Camden,0
13043,Candler,0
13045,Carroll,0
13047,Catoosa,0
13049,Charlton,0
13051,Chatham,0
13053,Chattahoochee,0
13055,Chattooga,0
13057,Cherokee,0
13059,Clarke,0
13061,Clay,0
13063,Clayton,0
13065,Clinch,0
13067,Cobb,0
13069,Coffee,0
13071,Colquitt,0
13073,Columbia,0
13075,Cook,0
13077,Coweta,0
13079,Crawford,0
13081,Crisp,0
13083,Dade,0
13085,Dawson,0
13087,Decatur,0
13089,De Kalb,0
13091,Dodge,0
13093,Dooly,0
13095,Dougherty,0
13097,Douglas,0
13099,Early,0
13101,Echols,0
13103,Effingham,0
13105,Elbert,0
13107,Emanuel,0
13109,Evans,0
13111,Fannin,0
13113,Fayette,0
13115,Floyd,0
13117,Forsyth,0
13119,Franklin,0
13121,Fulton,0
13123,Gilmer,0
13125,Glascock,0
13127,Glynn,0
13129,Gordon,0
13131,Grady,0
13133,Greene,0
13135,Gwinnett,0
13137,Habersham,0
13139,Hall,0
13141,Hancock,0
13143,Haralson,0
13145,Harris,0
13147,Hart,0
13149,Heard,0
13151,Henry,0
13153,Houston,0
13155,Irwin,0
13157,Jackson,0
13159,Jasper,0
13161,Jeff Davis,0
13163,Jefferson,0
13165,Jenkins,0
13167,Johnson,0
13169,Jones,0
13171,Lamar,0
13173,Lanier,0
13175,Laurens,0
13177,Lee,0
13179,Liberty,0
13181,Lincoln,0
13183,Long,0
13185,Lowndes,0
13187,Lumpkin,0
13189,McDuffie,0
13191,McIntosh,0
13193,Macon,0
13195,Madison,0
13197,Marion,0
13199,Meriwether,0
13201,Miller,0
13205,Mitchell,0
13207,Monroe,0
13209,Montgomery,0
13211,Morgan,0
13213,Murray,0
13215,Muscogee,0
13217,Newton,0
13219,Oconee,0
13221,Oglethorpe,0
13223,Paulding,0
13225,Peach,0
13227,Pickens,0
13229,Pierce,0
13231,Pike,0
13233,Polk,0
13235,Pulaski,0
13237,Putnam,0
13239,Quitman,0
13241,Rabun,0
13243,Randolph,0
13245,Richmond,0
13247,Rockdale,0
13249,Schley,0
13251,Screven,0
13253,Seminole,0
13255,Spalding,0
13257,Stephens,0
13259,Stewart,0
13261,Sumter,0
13263,Talbot,0
13265,Taliaferro,0
13267,Tattnall,0
13269,Taylor,0
13271,Telfair,0
13273,Terrell,0
13275,Thomas,0
13277,Tift,0
13279,Toombs,0
13281,Towns,0
13283,Treutlen,0
13285,Troup,0
13287,Turner,0
13289,Twiggs,0
13291,Union,0
13293,Upson,0
13295,Walker,0
13297,Walton,0
13299,Ware,0
13301,Warren,0
13303,Washington,0
13305,Wayne,0
13307,Webster,0
13309,Wheeler,0
13311,White,0
13313,Whitfield,0
13315,Wilcox,0
13317,Wilkes,0
13319,Wilkinson,0
13321,Worth,0
15000,Hawaii,0
15001,Hawaii,3
15003,Honolulu,0
15005,Kalawao,0
15007,Kauai,0
15009,Maui,3
16000,Idaho,0
16001,Ada,0
16003,Adams,0
16005,Bannock,0
16007,Bear Lake,0
16009,Benewah,0
16011,Bingham,0
16013,Blaine,0
16015,Boise,0
16017,Bonner,0
16019,Bonneville,0
16021,Boundary,0
16023,Butte,0
16025,Camas,0
16027,Canyon,0
16029,Caribou,0
16031,Cassia,0
16033,Clark,0
16035,Clearwater,0
16037,Custer,0
16039,Elmore,0
16041,Franklin,0
16043,Fremont,1
16045,Gem,0
16047,Gooding,0
16049,Idaho,0
16051,Jefferson,0
16053,Jerome,0
16055,Kootenai,0
16057,Latah,0
16059,Lemhi,0
16061,Lewis,0
16063,Lincoln,0
16065,Madison,0
16067,Minidoka,0
16069,Nez Perce,0
16071,Oneida,0
16073,Owyhee,0
16075,Payette,0
16077,Power,0
16079,Shoshone,0
16081,Teton,1
16083,Twin Falls,0
16085,Valley,0
16087,Washington,0
17000,Illinois,0
17001,Adams,0
17003,Alexander,0
17005,Bond,0
17007,Boone,0
17009,Brown,0
17011,Bureau,0
17013,Calhoun,0
17015,Carroll,0
17017,Cass,0
17019,Champaign,0
17021,Christian,0
17023,Clark,0
17025,Clay,0
17027,Clinton,0
17029,Coles,0
17031,Cook,1
17033,Crawford,0
17035,Cumberland,0
17037,DeKalb,0
17039,De Witt,0
17041,Douglas,0
17043,DuPage,0
17045,Edgar,0
17047,Edwards,0
17049,Effingham,0
17051,Fayette,0
17053,Ford,0
17055,Franklin,0
17057,Fulton,0
17059,Gallatin,0
17061,Greene,0
17063,Grundy,0
17065,Hamilton,0
17067,Hancock,0
17069,Hardin,0
17071,Henderson,0
17073,Henry,0
17075,Iroquois,0
17077,Jackson,0
17079,Jasper,0
17081,Jefferson,0
17083,Jersey,0
17085,Jo Daviess,0
17087,Johnson,0
17089,Kane,0
17091,Kankakee,0
17093,Kendall,0
17095,Knox,0
17097,Lake,0
17099,La Salle,0
17101,Lawrence,0
17103,Lee,0
17105,Livingston,0
17107,Logan,0
17109,McDonough,0
17111,McHenry,0
17113,McLean,0
17115,Macon,0
17117,Macoupin,0
17119,Madison,0
17121,Marion,0
17123,Marshall,0
17125,Mason,0
17127,Massac,0
17129,Menard,0
17131,Mercer,0
17133,Monroe,0
17135,Montgomery,0
17137,Morgan,0
17139,Moultrie,0
17141,Ogle,0
17143,Peoria,0
17145,Perry,0
17147,Piatt,0
17149,Pike,0
17151,Pope,0
17153,Pulaski,0
17155,Putnam,0
17157,Randolph,0
17159,Richland,0
17161,Rock Island,0
17163,St. Clair,0
17165,Saline,0
17167,Sangamon,0
17169,Schuyler,0
17171,Scott,0
17173,Shelby,0
17175,Stark,0
17177,Stephenson,0
17179,Tazewell,0
17181,Union,0
17183,Vermilion,0
17185,Wabash,0
17187,Warren,0
17189,Washington,0
17191,Wayne,0
17193,White,0
17195,Whiteside,0
17197,Will,0
17199,Williamson,0
17201,Winnebago,0
17203,Woodford,0
18000,Indiana,0
18001,Adams,0
18003,Allen,0
18005,Bartholomew,0
18007,Benton,0
18009,Blackford,0
18011,Boone,0
18013,Brown,0
18015,Carroll,0
18017,Cass,0
18019,Clark,0
18021,Clay,0
18023,Clinton,0
18025,Crawford,0
18027,Daviess,0
18029,Dearborn,0
18031,Decatur,0
18033,De Kalb,0
18035,Delaware,0
18037,Dubois,0
18039,Elkhart,0
18041,Fayette,0
18043,Floyd,0
18045,Fountain,0
18047,Franklin,0
18049,Fulton,0
18051,Gibson,0
18053,Grant,0
18055,Greene,0
18057,Hamilton,0
18059,Hancock,0
18061,Harrison,0
18063,Hendricks,0
18065,Henry,0
18067,Howard,0
18069,Huntington,0
18071,Jackson,0
18073,Jasper,0
18075,Jay,0
18077,Jefferson,0
18079,Jennings,0
18081,Johnson,0
18083,Knox,0
18085,Kosciusko,0
18087,Lagrange,0
18089,Lake,0
18091,La Porte,0
18093,Lawrence,0
18095,Madison,0
18097,Marion,0
18099,Marshall,0
18101,Martin,0
18103,Miami,0
18105,Monroe,0
18107,Montgomery,0
18109,Morgan,0
18111,Newton,0
18113,Noble,0
18115,Ohio,0
18117,Orange,0
18119,Owen,0
18121,Parke,0
18123,Perry,0
18125,Pike,0
18127,Porter,0
18129,Posey,0
18131,Pulaski,0
18133,Putnam,0
18135,Randolph,0
18137,Ripley,0
18139,Rush,0
18141,St. Joseph,0
18143,Scott,0
18145,Shelby,0
18147,Spencer,0
18149,Starke,0
18151,Steuben,0
18153,Sullivan,0
18155,Switzerland,0
18157,Tippecanoe,0
18159,Tipton,0
18161,Union,0
18163,Vanderburgh,0
18165,Vermillion,0
18167,Vigo,0
18169,Wabash,0
18171,Warren,0
18173,Warrick,0
18175,Washington,0
18177,Wayne,0
18179,Wells,0
18181,White,0
18183,Whitley,0
19000,Iowa,0
19001,Adair,0
19003,Adams,0
19005,Allamakee,0
19007,Appanoose,0
19009,Audubon,0
19011,Benton,0
19013,Black Hawk,0
19015,Boone,0
19017,Bremer,0
19019,Buchanan,0
19021,Buena Vista,0
19023,Butler,0
19025,Calhoun,0
19027,Carroll,0
19029,Cass,0
19031,Cedar,0
19033,Cerro Gordo,0
19035,Cherokee,0
19037,Chickasaw,0
19039,Clarke,0
19041,Clay,0
19043,Clayton,0
19045,Clinton,0
19047,Crawford,0
19049,Dallas,0
19051,Davis,0
19053,Decatur,0
19055,Delaware,0
19057,Des Moines,0
19059,Dickinson,0
19061,Dubuque,0
19063,Emmet,0
19065,Fayette,0
19067,Floyd,0
19069,Franklin,0
19071,Fremont,0
19073,Greene,0
19075,Grundy,0
19077,Guthrie,0
19079,Hamilton,0
19081,Hancock,0
19083,Hardin,0
19085,Harrison,0
19087,Henry,0
19089,Howard,0
19091,Humboldt,0
19093,Ida,0
19095,Iowa,0
19097,Jackson,0
19099,Jasper,0
19101,Jefferson,0
19103,Johnson,0
19105,Jones,0
19107,Keokuk,0
19109,Kossuth,0
19111,Lee,0
19113,Linn,0
19115,Louisa,0
19117,Lucas,0
19119,Lyon,0
19121,Madison,0
19123,Mahaska,0
19125,Marion,0
19127,Marshall,0
19129,Mills,0
19131,Mitchell,0
19133,Monona,0
19135,Monroe,0
19137,Montgomery,0
19139,Muscatine,0
19141,O'Brien,0
19143,Osceola,0
19145,Page,0
19147,Palo Alto,0
19149,Plymouth,0
19151,Pocahontas,0
19153,Polk,0
19155,Pottawattamie,0
19157,Poweshiek,0
19159,Ringgold,0
19161,Sac,0
19163,Scott,0
19165,Shelby,0
19167,Sioux,0
19169,Story,0
19171,Tama,0
19173,Taylor,0
19175,Union,0
19177,Van Buren,0
19179,Wapello,0
19181,Warren,0
19183,Washington,0
19185,Wayne,0
19187,Webster,0
19189,Winnebago,0
19191,Winneshiek,0
19193,Woodbury,0
19195,Worth,0
19197,Wright,0
20000,Kansas,0
20001,Allen,0
20003,Anderson,0
20005,Atchison,0
20007,Barber,0
20009,Barton,0
20011,Bourbon,0
20013,Brown,0
20015,Butler,0
20017,Chase,0
20019,Chautauqua,0
20021,Cherokee,0
20023,Cheyenne,0
20025,Clark,0
20027,Clay,0
20029,Cloud,0
20031,Coffey,0
20033,Comanche,0
20035,Cowley,0
20037,Crawford,0
20039,Decatur,0
20041,Dickinson,0
20043,Doniphan,0
20045,Douglas,0
20047,Edwards,0
20049,Elk,0
20051,Ellis,0
20053,Ellsworth,0
20055,Finney,0
20057,Ford,0
20059,Franklin,0
20061,Geary,0
20063,Gove,0
20065,Graham,0
20067,Grant,0
20069,Gray,0
20071,Greeley,0
20073,Greenwood,0
20075,Hamilton,0
20077,Harper,0
20079,Harvey,0
20081,Haskell,0
20083,Hodgeman,0
20085,Jackson,0
20087,Jefferson,0
20089,Jewell,0
20091,Johnson,0
20093,Kearny,0
20095,Kingman,0
20097,Kiowa,0
20099,Labette,0
20101,Lane,0
20103,Leavenworth,0
20105,Lincoln,0
20107,Linn,0
20109,Logan,0
20111,Lyon,0
20113,McPherson,0
20115,Marion,0
20117,Marshall,0
20119,Meade,0
20121,Miami,0
20123,Mitchell,0
20125,Montgomery,0
20127,Morris,0
20129,Morton,0
20131,Nemaha,0
20133,Neosho,0
20135,Ness,0
20137,Norton,0
20139,Osage,0
20141,Osborne,0
20143,Ottawa,0
20145,Pawnee,0
20147,Phillips,0
20149,Pottawatomie,0
20151,Pratt,0
20153,Rawlins,0
20155,Reno,0
20157,Republic,0
20159,Rice,0
20161,Riley,0
20163,Rooks,0
20165,Rush,0
20167,Russell,0
20169,Saline,0
20171,Scott,0
20173,Sedgwick,0
20175,Seward,0
20177,Shawnee,0
20179,Sheridan,0
20181,Sherman,0
20183,Smith,0
20185,Stafford,0
20187,Stanton,0
20189,Stevens,0
20191,Sumner,0
20193,Thomas,0
20195,Trego,0
20197,Wabaunsee,0
20199,Wallace,0
20201,Washington,0
20203,Wichita,0
20205,Wilson,0
20207,Woodson,0
20209,Wyandotte,0
21000,Kentucky,0
21001,Adair,0
21003,Allen,0
21005,Anderson,0
21007,Ballard,0
21009,Barren,0
21011,Bath,0
21013,Bell,0
21015,Boone,0
21017,Bourbon,0
21019,Boyd,0
21021,Boyle,0
21023,Bracken,0
21025,Breathitt,0
21027,Breckinridge,0
21029,Bullitt,0
21031,Butler,0
21033,Caldwell,0
21035,Calloway,0
21037,Campbell,0
21039,Carlisle,0
21041,Carroll,0
21043,Carter,0
21045,Casey,0
21047,Christian,0
21049,Clark,0
21051,Clay,0
21053,Clinton,0
21055,Crittenden,0
21057,Cumberland,0
21059,Daviess,0
21061,Edmonson,0
21063,Elliott,0
21065,Estill,0
21067,Fayette,0
21069,Fleming,0
21071,Floyd,0
21073,Franklin,0
21075,Fulton,0
21077,Gallatin,0
21079,Garrard,0
21081,Grant,0
21083,Graves,0
21085,Grayson,0
21087,Green,0
21089,Greenup,0
21091,Hancock,0
21093,Hardin,0
21095,Harlan,0
21097,Harrison,0
21099,Hart,0
21101,Henderson,0
21103,Henry,0
21105,Hickman,0
21107,Hopkins,0
21109,Jackson,0
21111,Jefferson,0
21113,Jessamine,0
21115,Johnson,0
21117,Kenton,0
21119,Knott,0
21121,Knox,0
21123,Larue,0
21125,Laurel,0
21127,Lawrence,0
21129,Lee,0
21131,Leslie,0
21133,Letcher,0
21135,Lewis,0
21137,Lincoln,0
21139,Livingston,0
21141,Logan,0
21143,Lyon,0
21145,McCracken,0
21147,McCreary,0
21149,McLean,0
21151,Madison,0
21153,Magoffin,0
21155,Marion,0
21157,Marshall,0
21159,Martin,0
21161,Mason,0
21163,Meade,0
21165,Menifee,0
21167,Mercer,0
21169,Metcalfe,0
21171,Monroe,0
21173,Montgomery,0
21175,Morgan,0
21177,Muhlenberg,0
21179,Nelson,0
21181,Nicholas,0
21183,Ohio,0
21185,Oldham,0
21187,Owen,0
21189,Owsley,0
21191,Pendleton,0
21193,Perry,0
21195,Pike,0
21197,Powell,0
21199,Pulaski,0
21201,Robertson,0
21203,Rockcastle,0
21205,Rowan,0
21207,Russell,0
21209,Scott,0
21211,Shelby,0
21213,Simpson,0
21215,Spencer,0
21217,Taylor,0
21219,Todd,0
21221,Trigg,0
21223,Trimble,0
21225,Union,0
21227,Warren,0
21229,Washington,0
21231,Wayne,0
21233,Webster,0
21235,Whitley,0
21237,Wolfe,0
21239,Woodford,0
22000,Louisiana,0
22001,Acadia,0
22003,Allen,0
22005,Ascension,0
22007,Assumption,0
22009,Avoyelles,0
22011,Beauregard,0
22013,Bienville,0
22015,Bossier,0
22017,Caddo,0
22019,Calcasieu,0
22021,Caldwell,0
22023,Cameron,0
22025,Catahoula,0
22027,Claiborne,0
22029,Concordia,0
22031,De Soto,0
22033,East Baton Rouge,0
22035,East Carroll,0
22037,East Feliciana,0
22039,Evangeline,0
22041,Franklin,0
22043,Grant,0
22045,Iberia,0
22047,Iberville,0
22049,Jackson,0
22051,Jefferson,0
22053,Jefferson Davis,0
22055,Lafayette,0
22057,Lafourche,0
22059,La Salle,0
22061,Lincoln,0
22063,Livingston,0
22065,Madison,0
22067,Morehouse,0
22069,Natchitoches,0
22071,Orleans,0
22073,Ouachita,0
22075,Plaquemines,2
22077,Pointe Coupee,0
22079,Rapides,0
22081,Red River,0
22083,Richland,0
22085,Sabine,0
22087,St. Bernard,1
22089,St. Charles,0
22091,St. Helena,0
22093,St. James,0
22095,St. John the Baptist,0
22097,St. Landry,0
22099,St. Martin,0
22101,St. Mary,0
22103,St. Tammany,0
22105,Tangipahoa,0
22107,Tensas,0
22109,Terrebonne,0
22111,Union,0
22113,Vermilion,0
22115,Vernon,0
22117,Washington,0
22119,Webster,0
22121,West Baton Rouge,0
22123,West Carroll,0
22125,West Feliciana,0
22127,Winn,0
23000,Maine,0
23001,Androscoggin,0
23003,Aroostook,0
23005,Cumberland,0
23007,Franklin,0
23009,Hancock,0
23011,Kennebec,0
23013,Knox,0
23015,Lincoln,0
23017,Oxford,0
23019,Penobscot,0
23021,Piscataquis,0
23023,Sagadahoc,0
23025,Somerset,0
23027,Waldo,0
23029,Washington,0
23031,York,0
24000,Maryland,0
24001,Allegany,0
24003,Anne Arundel,0
24005,Baltimore,0
24009,Calvert,0
24011,Caroline,0
24013,Carroll,0
24015,Cecil,0
24017,Charles,0
24019,Dorchester,0
24021,Frederick,0
24023,Garrett,0
24025,Harford,0
24027,Howard,0
24029,Kent,0
24031,Montgomery,0
24033,Prince George's,0
24035,Queen Anne's,0
24037,St. Mary's,0
24039,Somerset,0
24041,Talbot,0
24043,Washington,0
24045,Wicomico,0
24047,Worcester,0
24510,Baltimore city,0
25000,Massachusetts,0
25001,Barnstable,0
25003,Berkshire,0
25005,Bristol,0
25007,Dukes,0
25009,Essex,0
25011,Franklin,0
25013,Hampden,0
25015,Hampshire,0
25017,Middlesex,0
25019,Nantucket,0
25021,Norfolk,0
25023,Plymouth,0
25025,Suffolk,0
25027,Worcester,0
26000,Michigan,0
26001,Alcona,0
26003,Alger,0
26005,Allegan,0
26007,Alpena,0
26009,Antrim,0
26011,Arenac,0
26013,Baraga,0
26015,Barry,0
26017,Bay,0
26019,Benzie,0
26021,Berrien,0
26023,Branch,0
26025,Calhoun,0
26027,Cass,0
26029,Charlevoix,0
26031,Cheboygan,0
26033,Chippewa,0
26035,Clare,0
26037,Clinton,0
26039,Crawford,0
26041,Delta,0
26043,Dickinson,0
26045,Eaton,0
26047,Emmet,0
26049,Genesee,0
26051,Gladwin,0
26053,Gogebic,0
26055,Grand Traverse,0
26057,Gratiot,0
26059,Hillsdale,0
26061,Houghton,0
26063,Huron,0
26065,Ingham,0
26067,Ionia,0
26069,Iosco,0
26071,Iron,0
26073,Isabella,0
26075,Jackson,0
26077,Kalamazoo,0
26079,Kalkaska,0
26081,Kent,0
26083,Keweenaw,0
26085,Lake,0
26087,Lapeer,0
26089,Leelanau,0
26091,Lenawee,0
26093,Livingston,0
26095,Luce,0
26097,Mackinac,0
26099,Macomb,0
26101,Manistee,0
26103,Marquette,0
26105,Mason,0
26107,Mecosta,0
26109,Menominee,0
26111,Midland,0
26113,Missaukee,0
26115,Monroe,0
26117,Montcalm,0
26119,Montmorency,0
26121,Muskegon,0
26123,Newaygo,0
26125,Oakland,0
26127,Oceana,0
26129,Ogemaw,0
26131,Ontonagon,0
26133,Osceola,0
26135,Oscoda,0
26137,Otsego,0
26139,Ottawa,0
26141,Presque Isle,0
26143,Roscommon,0
26145,Saginaw,0
26147,St. Clair,0
26149,St. Joseph,0
26151,Sanilac,0
26153,Schoolcraft,0
26155,Shiawassee,0
26157,Tuscola,0
26159,Van Buren,0
26161,Washtenaw,0
26163,Wayne,0
26165,Wexford,0
27000,Minnesota,0
27001,Aitkin,0
27003,Anoka,0
27005,Becker,0
27007,Beltrami,0
27009,Benton,0
27011,Big Stone,0
27013,Blue Earth,0
27015,Brown,0
27017,Carlton,0
27019,Carver,0
27021,Cass,0
27023,Chippewa,0
27025,Chisago,0
27027,Clay,0
27029,Clearwater,0
27031,Cook,0
27033,Cottonwood,0
27035,Crow Wing,0
27037,Dakota,0
27039,Dodge,0
27041,Douglas,0
27043,Faribault,0
27045,Fillmore,0
27047,Freeborn,0
27049,Goodhue,0
27051,Grant,0
27053,Hennepin,0
27055,Houston,0
27057,Hubbard,0
27059,Isanti,0
27061,Itasca,0
27063,Jackson,0
27065,Kanabec,0
27067,Kandiyohi,0
27069,Kittson,0
27071,Koochiching,0
27073,Lac qui Parle,0
27075,Lake,0
27077,Lake of the Woods,0
27079,Le Sueur,0
